RecordNumber,Zipcode,ZipCodeType,City,State,Lat,Long
35257,66699,UNIQUE,TOPEKA,KS,39.03,-95.69
35258,66699,UNIQUE,KANSAS INCOME TAX,KS,39.03,-95.69
35259,67144,STANDARD,TOWANDA,KS,37.79,-96.99
35260,67879,STANDARD,TRIBUNE,KS,38.47,-101.75
35261,67583,STANDARD,TURON,KS,37.8,-98.42
35262,67583,STANDARD,LANGDON,KS,37.8,-98.42
35263,67583,STANDARD,PRESTON,KS,37.8,-98.42
35264,67364,PO BOX,TYRO,KS,37.03,-95.82
35265,67146,STANDARD,UDALL,KS,37.38,-97.11
35266,67880,STANDARD,ULYSSES,KS,37.57,-101.35
35267,67584,STANDARD,UTICA,KS,38.64,-100.17
35268,67584,STANDARD,ARNOLD,KS,38.64,-100.17
35269,67147,STANDARD,VALLEY CENTER,KS,37.83,-97.37
35270,67147,STANDARD,PARK CITY,KS,37.83,-97.37
35271,67147,STANDARD,WICHITA,KS,37.83,-97.37
35272,66543,STANDARD,VASSAR,KS,38.67,-95.56
35273,66544,STANDARD,VERMILLION,KS,39.71,-96.26
35274,66544,STANDARD,VLIETS,KS,39.71,-96.26
35275,67671,STANDARD,VICTORIA,KS,38.85,-99.14
35276,67674,PO BOX,WALKER,KS,38.86,-99.06
35277,67149,STANDARD,VIOLA,KS,37.48,-97.64
35278,66870,STANDARD,VIRGIL,KS,37.98,-96.01
35279,66546,STANDARD,WAKARUSA,KS,38.89,-95.71
35280,67672,STANDARD,WAKEENEY,KS,39.02,-99.87
35281,67672,STANDARD,WA KEENEY,KS,39.02,-99.87
35282,67487,STANDARD,WAKEFIELD,KS,39.21,-97.01
35283,67673,STANDARD,WALDO,KS,39.12,-98.79
35284,67151,STANDARD,WALTON,KS,38.11,-97.25
35285,66547,STANDARD,WAMEGO,KS,39.2,-96.3
35286,66547,STANDARD,LOUISVILLE,KS,39.2,-96.3
35287,66547,STANDARD,LOUISVL,KS,39.2,-96.3
35288,66547,STANDARD,LOUISVLE,KS,39.2,-96.3
35289,66968,STANDARD,WASHINGTON,KS,39.81,-97.05
35290,66548,STANDARD,WATERVILLE,KS,39.69,-96.74
35291,66871,STANDARD,WAVERLY,KS,38.39,-95.6
35292,66970,STANDARD,WEBBER,KS,39.93,-98.03
35293,67152,STANDARD,WELLINGTON,KS,37.27,-97.39
35294,67152,STANDARD,RIVERDALE,KS,37.27,-97.39
35295,67762,STANDARD,WESKAN,KS,38.86,-101.96
35296,66426,PO BOX,FOSTORIA,KS,39.43,-96.53
35297,66426,PO BOX,WESTMORELAND,KS,39.43,-96.53
35298,66549,STANDARD,WESTMORELAND,KS,39.39,-96.41
35299,66549,STANDARD,BLAINE,KS,39.39,-96.41
35300,66550,STANDARD,WETMORE,KS,39.63,-95.81
35301,66872,STANDARD,WHITE CITY,KS,38.79,-96.73
35302,67154,STANDARD,WHITEWATER,KS,37.96,-97.14
35303,66552,STANDARD,WHITING,KS,39.58,-95.61
35304,67055,STANDARD,GREENWICH,KS,37.74,-97.24
35305,67201,PO BOX,WICHITA,KS,37.68,-97.34
35306,67202,STANDARD,WICHITA,KS,37.68,-97.34
35307,67203,STANDARD,WICHITA,KS,37.68,-97.34
35308,67204,STANDARD,WICHITA,KS,37.68,-97.34
35309,67204,STANDARD,PARK CITY,KS,37.68,-97.34
35310,67204,STANDARD,NORTH WICHITA,KS,37.68,-97.34
35311,67205,STANDARD,WICHITA,KS,37.68,-97.34
35312,67206,STANDARD,WICHITA,KS,37.68,-97.34
35313,67206,STANDARD,EASTBOROUGH,KS,37.68,-97.34
35314,67207,STANDARD,WICHITA,KS,37.68,-97.34
35315,67207,STANDARD,EASTBOROUGH,KS,37.68,-97.34
35316,67208,STANDARD,WICHITA,KS,37.68,-97.34
35317,67208,STANDARD,EASTBOROUGH,KS,37.68,-97.34
35318,67209,STANDARD,WICHITA,KS,37.68,-97.34
35319,67210,STANDARD,WICHITA,KS,37.68,-97.34
35320,67210,STANDARD,PLANEVIEW,KS,37.68,-97.34
35321,67211,STANDARD,WICHITA,KS,37.68,-97.34
35322,67212,STANDARD,WICHITA,KS,37.68,-97.34
35323,67213,STANDARD,WICHITA,KS,37.68,-97.34
35324,67214,STANDARD,WICHITA,KS,37.68,-97.34
35325,67215,STANDARD,WICHITA,KS,37.68,-97.34
35326,67215,STANDARD,OATVILLE,KS,37.68,-97.34
35327,67215,STANDARD,SCHULTE,KS,37.68,-97.34
35328,67216,STANDARD,WICHITA,KS,37.68,-97.34
35329,67216,STANDARD,OAKLAWN,KS,37.68,-97.34
35330,67217,STANDARD,WICHITA,KS,37.68,-97.34
35331,67218,STANDARD,WICHITA,KS,37.68,-97.34
35332,67219,STANDARD,WICHITA,KS,37.68,-97.34
35333,67219,STANDARD,PARK CITY,KS,37.68,-97.34
35334,67220,STANDARD,WICHITA,KS,37.68,-97.34
35335,67220,STANDARD,BEL AIRE,KS,37.68,-97.34
35336,67221,STANDARD,MCCONNELL AFB,KS,37.62,-97.27
35337,67221,STANDARD,WICHITA,KS,37.62,-97.27
35338,67223,STANDARD,WICHITA,KS,37.68,-97.34
35339,67226,STANDARD,WICHITA,KS,37.68,-97.34
35340,67226,STANDARD,BEL AIRE,KS,37.68,-97.34
35341,67226,STANDARD,COMOTARA,KS,37.68,-97.34
35342,67227,STANDARD,WICHITA,KS,37.68,-97.34
35343,67228,STANDARD,WICHITA,KS,37.68,-97.34
35344,67230,STANDARD,WICHITA,KS,37.68,-97.34
35345,67232,STANDARD,WICHITA,KS,37.68,-97.34
35346,67235,STANDARD,WICHITA,KS,37.68,-97.34
35347,67260,UNIQUE,WICHITA,KS,37.68,-97.34
35348,67260,UNIQUE,WICHITA STATE UNIVERSITY,KS,37.68,-97.34
35349,67275,PO BOX,WICHITA,KS,37.68,-97.34
35350,67276,STANDARD,WICHITA,KS,37.68,-97.34
35351,67276,STANDARD,USPS OFFICAL MAIL,KS,37.68,-97.34
35352,67277,PO BOX,WICHITA,KS,37.68,-97.34
35353,67278,PO BOX,WICHITA,KS,37.68,-97.34
35354,67155,STANDARD,WILMORE,KS,37.33,-99.2
35355,67490,STANDARD,WILSON,KS,38.82,-98.47
35356,67491,STANDARD,WINDOM,KS,38.38,-97.91
35357,67156,STANDARD,WINFIELD,KS,37.26,-96.96
35358,67156,STANDARD,NEW SALEM,KS,37.26,-96.96
35359,67747,STANDARD,MONUMENT,KS,39.1,-101
35360,67747,STANDARD,WINONA,KS,39.1,-101
35361,67764,STANDARD,WINONA,KS,39.06,-101.24
35362,67764,STANDARD,MONUMENT,KS,39.06,-101.24
35363,67764,STANDARD,RUSSELL SPG,KS,39.06,-101.24
35364,67764,STANDARD,RUSSELL SPRINGS,KS,39.06,-101.24
35365,67764,STANDARD,RUSSELL SPGS,KS,39.06,-101.24
35366,67492,STANDARD,WOODBINE,KS,38.79,-96.95
35367,67675,STANDARD,WOODSTON,KS,39.45,-99.09
35368,67882,STANDARD,WRIGHT,KS,37.78,-99.89
35369,67585,PO BOX,YODER,KS,37.95,-97.85
35370,67159,STANDARD,ZENDA,KS,37.44,-98.28
35371,68301,STANDARD,ADAMS,NE,40.45,-96.51
35372,69210,STANDARD,AINSWORTH,NE,42.54,-99.85
35373,68620,STANDARD,ALBION,NE,41.68,-98
35374,68620,STANDARD,BOONE,NE,41.68,-98
35375,68655,STANDARD,PRIMROSE,NE,41.62,-98.23
35376,68655,STANDARD,ALBION,NE,41.62,-98.23
35377,68810,STANDARD,ALDA,NE,40.86,-98.46
35378,68303,STANDARD,ALEXANDRIA,NE,40.24,-97.38
35379,68710,STANDARD,ALLEN,NE,42.41,-96.84
35380,68710,STANDARD,MARTINSBURG,NE,42.41,-96.84
35381,69301,STANDARD,ALLIANCE,NE,42.1,-102.87
35382,69301,STANDARD,BEREA,NE,42.1,-102.87
35383,68920,STANDARD,ALMA,NE,40.1,-99.36
35384,68920,STANDARD,PRAIRIE DOG,NE,40.1,-99.36
35385,68304,STANDARD,ALVO,NE,40.87,-96.38
35386,68812,STANDARD,AMHERST,NE,40.83,-99.26
35387,69331,STANDARD,ANGORA,NE,41.87,-103.1
35388,68813,STANDARD,ANSELMO,NE,41.61,-99.86
35389,68813,STANDARD,MILBURN,NE,41.61,-99.86
35390,68813,STANDARD,NEW HELENA,NE,41.61,-99.86
35391,68813,STANDARD,VICTORIA,NE,41.61,-99.86
35392,68814,STANDARD,ANSLEY,NE,41.28,-99.38
35393,68814,STANDARD,BERWYN,NE,41.28,-99.38
35394,68814,STANDARD,WEISSERT,NE,41.28,-99.38
35395,68814,STANDARD,MYRTLE,NE,41.28,-99.38
35396,68922,STANDARD,ARAPAHOE,NE,40.3,-99.89
35397,68815,STANDARD,ARCADIA,NE,41.42,-99.12
35398,68815,STANDARD,DAVIS CREEK,NE,41.42,-99.12
35399,68815,STANDARD,VINTON,NE,41.42,-99.12
35400,68815,STANDARD,YALE,NE,41.42,-99.12
35401,68002,STANDARD,ARLINGTON,NE,41.45,-96.35
35402,69120,STANDARD,ARNOLD,NE,41.42,-100.19
35403,69120,STANDARD,CLIFF,NE,41.42,-100.19
35404,69121,STANDARD,ARTHUR,NE,41.57,-101.69
35405,69333,STANDARD,ASHBY,NE,42.02,-101.93
35406,69333,STANDARD,SURVEY,NE,42.02,-101.93
35407,69335,STANDARD,BINGHAM,NE,42.01,-102.06
35408,68003,STANDARD,ASHLAND,NE,41.04,-96.37
35409,68042,STANDARD,MEMPHIS,NE,41.09,-96.43
35410,68817,STANDARD,ASHTON,NE,41.24,-98.79
35411,68817,STANDARD,SCHAUPPS,NE,41.24,-98.79
35412,68711,STANDARD,AMELIA,NE,42.23,-98.96
35413,68713,STANDARD,ATKINSON,NE,42.53,-98.97
35414,68734,STANDARD,EMMET,NE,42.47,-98.8
35415,68305,STANDARD,AUBURN,NE,40.38,-95.84
35416,68305,STANDARD,GLENROCK,NE,40.38,-95.84
35417,68305,STANDARD,HOWE,NE,40.38,-95.84
35418,68305,STANDARD,NORTH AUBURN,NE,40.38,-95.84
35419,68305,STANDARD,ROHRS,NE,40.38,-95.84
35420,68818,STANDARD,AURORA,NE,40.86,-98
35421,68818,STANDARD,STOCKHAM,NE,40.86,-98
35422,68307,STANDARD,AVOCA,NE,40.79,-96.11
35423,68924,STANDARD,AXTELL,NE,40.47,-99.12
35424,68924,STANDARD,KEENE,NE,40.47,-99.12
35425,68924,STANDARD,MIRAGE,NE,40.47,-99.12
35426,68925,STANDARD,AYR,NE,40.43,-98.44
35427,68925,STANDARD,ZERO,NE,40.43,-98.44
35428,68004,STANDARD,BANCROFT,NE,42.01,-96.57
35429,68622,STANDARD,BARTLETT,NE,41.88,-98.55
35430,69020,STANDARD,BARTLEY,NE,40.25,-100.3
35431,68714,STANDARD,BASSETT,NE,42.58,-99.53
35432,68714,STANDARD,ROSE,NE,42.58,-99.53
35433,68715,STANDARD,BATTLE CREEK,NE,41.99,-97.59
35434,69334,STANDARD,BAYARD,NE,41.75,-103.32
35435,69353,PO BOX,MCGREW,NE,41.74,-103.41
35436,69353,PO BOX,MC GREW,NE,41.74,-103.41
35437,68310,STANDARD,BEATRICE,NE,40.26,-96.74
35438,68310,STANDARD,HOLMESVILLE,NE,40.26,-96.74
35439,68310,STANDARD,ELLIS,NE,40.26,-96.74
35440,68310,STANDARD,GLENOVER,NE,40.26,-96.74
35441,68310,STANDARD,HOAG,NE,40.26,-96.74
35442,68310,STANDARD,HOMESTEAD NATIONAL MONUMENT,NE,40.26,-96.74
35443,68310,STANDARD,RIVERSIDE,NE,40.26,-96.74
35444,68310,STANDARD,ROCKFORD,NE,40.26,-96.74
35445,68458,STANDARD,VIRGINIA,NE,40.24,-96.49
35446,68926,STANDARD,BEAVER CITY,NE,40.13,-99.82
35447,68946,STANDARD,HENDLEY,NE,40.13,-99.97
35448,68313,STANDARD,BEAVER CROSSING,NE,40.77,-97.28
35449,68313,STANDARD,BEAVER XING,NE,40.77,-97.28
35450,68314,STANDARD,BEE,NE,41,-97.05
35451,68716,STANDARD,BEEMER,NE,41.93,-96.8
35452,68717,STANDARD,BELDEN,NE,42.41,-97.2
35453,68005,STANDARD,BELLEVUE,NE,41.15,-95.92
35454,68123,STANDARD,BELLEVUE,NE,41.15,-95.92
35455,68123,STANDARD,CAPEHART,NE,41.15,-95.92
35456,68123,STANDARD,LA PLATTE,NE,41.15,-95.92
35457,68147,STANDARD,BELLEVUE,NE,41.15,-95.92
35458,68147,STANDARD,OMAHA,NE,41.15,-95.92
35459,68624,STANDARD,BELLWOOD,NE,41.34,-97.24
35460,68316,STANDARD,BENEDICT,NE,41,-97.6
35461,69021,STANDARD,BENKELMAN,NE,40.05,-101.53
35462,69021,STANDARD,DOANE,NE,40.05,-101.53
35463,68317,STANDARD,BENNET,NE,40.68,-96.5
35464,68007,STANDARD,BENNINGTON,NE,41.36,-96.15
35465,68068,STANDARD,WASHINGTON,NE,41.39,-96.2
35466,68927,STANDARD,BERTRAND,NE,40.52,-99.63
35467,68927,STANDARD,WESTMARK,NE,40.52,-99.63
35468,68927,STANDARD,WESTSIDE,NE,40.52,-99.63
35469,68927,STANDARD,WILLIAMSBURG,NE,40.52,-99.63
35470,69122,STANDARD,BIG SPRINGS,NE,41.06,-102.07
35471,68928,STANDARD,BLADEN,NE,40.32,-98.59
35472,68008,STANDARD,BLAIR,NE,41.54,-96.13
35473,68009,PO BOX,BLAIR,NE,41.54,-96.13
35474,68718,STANDARD,BLOOMFIELD,NE,42.59,-97.64
35475,68929,STANDARD,BLOOMINGTON,NE,40.09,-99.03
35476,68929,STANDARD,FARMERS,NE,40.09,-99.03
35477,68929,STANDARD,OAK GROVE,NE,40.09,-99.03
35478,68930,STANDARD,BLUE HILL,NE,40.33,-98.44
35479,68930,STANDARD,COWLES,NE,40.33,-98.44
35480,68930,STANDARD,ROSEMONT,NE,40.33,-98.44
35481,68318,STANDARD,BLUE SPRINGS,NE,40.13,-96.66
35482,68820,STANDARD,BOELUS,NE,41.07,-98.71
35483,68010,PO BOX,BOYS TOWN,NE,41.25,-96.13
35484,68010,PO BOX,BOYSTOWN,NE,41.25,-96.13
35485,68319,STANDARD,BRADSHAW,NE,40.88,-97.74
35486,69123,STANDARD,BRADY,NE,41.02,-100.36
35487,68626,STANDARD,BRAINARD,NE,41.18,-97
35488,69336,STANDARD,BRIDGEPORT,NE,41.66,-103.09
35489,69336,STANDARD,NORTHPORT,NE,41.66,-103.09
35490,69336,STANDARD,REDINGTON,NE,41.66,-103.09
35491,68719,STANDARD,BRISTOW,NE,42.83,-98.58
35492,68719,STANDARD,GROSS,NE,42.83,-98.58
35493,69125,STANDARD,BROADWATER,NE,41.59,-102.85
35494,68822,STANDARD,BROKEN BOW,NE,41.4,-99.63
35495,68321,STANDARD,BROWNVILLE,NE,40.39,-95.66
35496,69127,STANDARD,BRULE,NE,41.09,-101.88
35497,68322,STANDARD,BRUNING,NE,40.33,-97.56
35498,68444,STANDARD,STRANG,NE,40.41,-97.58
35499,68444,STANDARD,BELLE PRAIRIE,NE,40.41,-97.58
35500,68444,STANDARD,HAMILTON,NE,40.41,-97.58
35501,68001,PO BOX,ABIE,NE,41.33,-96.94
35502,68014,STANDARD,BRUNO,NE,41.28,-96.96
35503,68036,STANDARD,LINWOOD,NE,41.41,-96.93
35504,68720,STANDARD,BRUNSWICK,NE,42.33,-97.97
35505,68323,STANDARD,BURCHARD,NE,40.14,-96.34
35506,68380,STANDARD,LEWISTON,NE,40.24,-96.4
35507,68380,STANDARD,BURCHARD,NE,40.24,-96.4
35508,68381,STANDARD,LIBERTY,NE,40.08,-96.48
35509,68823,STANDARD,BURWELL,NE,41.78,-99.13
35510,68837,STANDARD,ELYRIA,NE,41.67,-99
35511,69128,STANDARD,BUSHNELL,NE,41.23,-103.89
35512,68722,STANDARD,BUTTE,NE,42.91,-98.84
35513,68722,STANDARD,ANOKA,NE,42.91,-98.84
35514,68325,STANDARD,BYRON,NE,40,-97.76
35515,68824,STANDARD,CAIRO,NE,41,-98.6
35516,68824,STANDARD,MAYFIELD,NE,41,-98.6
35517,68824,STANDARD,SOUTH LOUP,NE,41,-98.6
35518,68825,STANDARD,CALLAWAY,NE,41.29,-99.92
35519,68825,STANDARD,CUSTER,NE,41.29,-99.92
35520,68825,STANDARD,DELIGHT,NE,41.29,-99.92
35521,68825,STANDARD,ELIM,NE,41.29,-99.92
35522,68825,STANDARD,RYNO,NE,41.29,-99.92
35523,68825,STANDARD,TRIUMPH,NE,41.29,-99.92
35524,69022,STANDARD,CAMBRIDGE,NE,40.28,-100.17
35525,68932,STANDARD,CAMPBELL,NE,40.29,-98.73
35526,68932,STANDARD,BUFFALO,NE,40.29,-98.73
35527,68932,STANDARD,NORTH FRANKLIN,NE,40.29,-98.73
35528,68326,STANDARD,CARLETON,NE,40.3,-97.67
35529,68723,STANDARD,CARROLL,NE,42.27,-97.19
35530,68015,STANDARD,CEDAR BLUFFS,NE,41.39,-96.6
35531,68016,PO BOX,CEDAR CREEK,NE,41.04,-96.09
35532,68623,STANDARD,BELGRADE,NE,41.47,-98.06
35533,68623,STANDARD,CEDAR RAPIDS,NE,41.47,-98.06
35534,68627,STANDARD,CEDAR RAPIDS,NE,41.55,-98.14
35535,68724,STANDARD,CENTER,NE,42.6,-97.87
35536,68724,STANDARD,SPADE,NE,42.6,-97.87
35537,68826,STANDARD,CENTRAL CITY,NE,41.11,-98
35538,68826,STANDARD,RIVERSIDE PARK,NE,41.11,-98
35539,68017,STANDARD,CERESCO,NE,41.05,-96.64
35540,69337,STANDARD,CHADRON,NE,42.82,-103
35541,68725,STANDARD,CHAMBERS,NE,42.2,-98.74
35542,69023,STANDARD,CHAMPION,NE,40.46,-101.71
35543,69023,STANDARD,LAMAR,NE,40.46,-101.71
35544,68827,STANDARD,CHAPMAN,NE,41.02,-98.15
35545,68827,STANDARD,VIEREGG,NE,41.02,-98.15
35546,69129,STANDARD,CHAPPELL,NE,41.09,-102.46
35547,68327,STANDARD,CHESTER,NE,40,-97.61
35548,68375,STANDARD,HUBBELL,NE,40,-97.49
35549,68429,STANDARD,REYNOLDS,NE,40.04,-97.31
35550,68429,STANDARD,CHESTER,NE,40.04,-97.31
35551,68628,STANDARD,CLARKS,NE,41.21,-97.83
35552,68629,STANDARD,CLARKSON,NE,41.72,-97.12
35553,68328,STANDARD,CLATONIA,NE,40.46,-96.85
35554,68933,STANDARD,CLAY CENTER,NE,40.52,-98.05
35555,68933,STANDARD,LYNN,NE,40.52,-98.05
35556,68933,STANDARD,MARSHALL,NE,40.52,-98.05
35557,68726,STANDARD,CLEARWATER,NE,42.17,-98.18
35558,69211,STANDARD,CODY,NE,42.93,-101.24
35559,69219,STANDARD,NENZEL,NE,42.92,-101.1
35560,68727,STANDARD,COLERIDGE,NE,42.5,-97.2
35561,68018,STANDARD,COLON,NE,41.29,-96.6
35562,68601,STANDARD,COLUMBUS,NE,41.43,-97.35
35563,68601,STANDARD,RICHLAND,NE,41.43,-97.35
35564,68602,PO BOX,COLUMBUS,NE,41.43,-97.35
35565,68828,STANDARD,COMSTOCK,NE,41.55,-99.24
35566,68828,STANDARD,DOUGLAS GROVE,NE,41.55,-99.24
35567,68828,STANDARD,GERANIUM,NE,41.55,-99.24
35568,68881,STANDARD,WESTERVILLE,NE,41.39,-99.39
35569,68881,STANDARD,COMSTOCK,NE,41.39,-99.39
35570,68881,STANDARD,SPRING CREEK,NE,41.39,-99.39
35571,68728,STANDARD,CONCORD,NE,42.38,-96.98
35572,68329,STANDARD,COOK,NE,40.51,-96.16
35573,68330,PO BOX,CORDOVA,NE,40.71,-97.35
35574,68331,STANDARD,CORTLAND,NE,40.5,-96.7
35575,68331,STANDARD,HIGHLAND,NE,40.5,-96.7
35576,69130,STANDARD,COZAD,NE,40.86,-99.98
35577,69130,STANDARD,DARR,NE,40.86,-99.98
35578,69171,STANDARD,WILLOW ISLAND,NE,40.88,-100.06
35579,68332,STANDARD,CRAB ORCHARD,NE,40.33,-96.42
35580,68019,STANDARD,CRAIG,NE,41.78,-96.36
35581,69339,STANDARD,CRAWFORD,NE,42.68,-103.41
35582,69339,STANDARD,FORT ROBINSON,NE,42.68,-103.41
35583,69339,STANDARD,GLEN,NE,42.68,-103.41
35584,68729,STANDARD,CREIGHTON,NE,42.46,-97.9
35585,68729,STANDARD,BAZILE MILLS,NE,42.46,-97.9
35586,68789,STANDARD,WINNETOON,NE,42.51,-97.96
35587,68631,STANDARD,CRESTON,NE,41.7,-97.36
35588,68333,STANDARD,CRETE,NE,40.62,-96.95
35589,68333,STANDARD,BLUE RIVER LODGE,NE,40.62,-96.95
35590,68333,STANDARD,KRAMER,NE,40.62,-96.95
35591,68730,STANDARD,CROFTON,NE,42.73,-97.49
35592,69212,STANDARD,CROOKSTON,NE,42.92,-100.75
35593,69024,STANDARD,CULBERTSON,NE,40.22,-100.83
35594,69025,STANDARD,CURTIS,NE,40.63,-100.51
35595,68731,STANDARD,DAKOTA CITY,NE,42.41,-96.41
35596,69131,STANDARD,DALTON,NE,41.4,-102.97
35597,69026,STANDARD,DANBURY,NE,40.03,-100.4
35598,68831,STANDARD,DANNEBROG,NE,41.11,-98.54
35599,68831,STANDARD,NYSTED,NE,41.11,-98.54
35600,68335,STANDARD,DAVENPORT,NE,40.31,-97.81
35601,68336,STANDARD,DAVEY,NE,40.98,-96.66
35602,68632,STANDARD,DAVID CITY,NE,41.25,-97.12
35603,68632,STANDARD,GARRISON,NE,41.25,-97.12
35604,68632,STANDARD,OCTAVIA,NE,41.25,-97.12
35605,68337,STANDARD,DAWSON,NE,40.13,-95.82
35606,68338,STANDARD,DAYKIN,NE,40.32,-97.29
35607,68020,STANDARD,DECATUR,NE,42,-96.25
35608,68339,STANDARD,DENTON,NE,40.73,-96.84
35609,68340,STANDARD,DESHLER,NE,40.13,-97.72
35610,68934,STANDARD,DEWEESE,NE,40.35,-98.13
35611,68934,STANDARD,SPRING RANCH,NE,40.35,-98.13
35612,68341,STANDARD,DE WITT,NE,40.39,-96.92
35613,68342,STANDARD,DILLER,NE,40.1,-96.93
35614,68440,STANDARD,STEELE CITY,NE,40.03,-97.02
35615,69133,STANDARD,DIX,NE,41.23,-103.48
35616,69133,STANDARD,JACINTO,NE,41.23,-103.48
35617,68732,STANDARD,DIXON,NE,42.41,-96.99
35618,68633,STANDARD,DODGE,NE,41.72,-96.87
35619,68832,STANDARD,DONIPHAN,NE,40.77,-98.37
35620,68832,STANDARD,SOUTH PLATTE,NE,40.77,-98.37
35621,68343,STANDARD,DORCHESTER,NE,40.64,-97.11
35622,68343,STANDARD,PLEASANTHILL,NE,40.64,-97.11
35623,68344,STANDARD,DOUGLAS,NE,40.59,-96.38
35624,68345,STANDARD,DU BOIS,NE,40.03,-96.04
35625,68345,STANDARD,DUBOIS,NE,40.03,-96.04
35626,68346,STANDARD,DUNBAR,NE,40.66,-96.03
35627,68346,STANDARD,LORTON,NE,40.66,-96.03
35628,68382,STANDARD,LORTON,NE,40.59,-96.03
35629,68382,STANDARD,DUNBAR,NE,40.59,-96.03
35630,68634,PO BOX,DUNCAN,NE,41.39,-97.49
35631,68821,STANDARD,BREWSTER,NE,41.93,-99.86
35632,68821,STANDARD,DUNNING,NE,41.93,-99.86
35633,68833,STANDARD,DUNNING,NE,41.82,-100.1
35634,68635,STANDARD,DWIGHT,NE,41.08,-97.01
35635,68347,STANDARD,EAGLE,NE,40.81,-96.43
35636,68935,STANDARD,EDGAR,NE,40.36,-97.97
35637,68935,STANDARD,SEDAN,NE,40.36,-97.97
35638,68936,STANDARD,EDISON,NE,40.27,-99.77
35639,68835,STANDARD,ELBA,NE,41.28,-98.56
35640,68835,STANDARD,COTESFIELD,NE,41.28,-98.56
35641,68835,STANDARD,DANNEVIRKE,NE,41.28,-98.56
35642,68636,STANDARD,ELGIN,NE,41.98,-98.08
35643,68348,STANDARD,ELK CREEK,NE,40.28,-96.12
35644,68022,STANDARD,ELKHORN,NE,41.28,-96.23
35645,69340,STANDARD,ELLSWORTH,NE,42.06,-102.28
35646,69340,STANDARD,ANTIOCH,NE,42.06,-102.28
35647,68836,STANDARD,ELM CREEK,NE,40.71,-99.37
35648,68861,STANDARD,ODESSA,NE,40.7,-99.25
35649,68349,STANDARD,ELMWOOD,NE,40.84,-96.29
35650,69134,STANDARD,ELSIE,NE,40.84,-101.38
35651,68937,STANDARD,ELWOOD,NE,40.58,-99.86
35652,68937,STANDARD,JOHNSON LAKE,NE,40.58,-99.86
35653,68937,STANDARD,JOHNSON LK,NE,40.58,-99.86
35654,68976,STANDARD,SMITHFIELD,NE,40.57,-99.74
35655,68733,STANDARD,EMERSON,NE,42.27,-96.72
35656,69027,STANDARD,ENDERS,NE,40.44,-101.52
35657,68350,STANDARD,ENDICOTT,NE,40.08,-97.09
35658,68637,STANDARD,ERICSON,NE,41.78,-98.67
35659,69028,STANDARD,EUSTIS,NE,40.66,-100.02
35660,68735,STANDARD,EWING,NE,42.25,-98.34
35661,68351,STANDARD,EXETER,NE,40.64,-97.44
35662,68352,STANDARD,FAIRBURY,NE,40.14,-97.17
35663,68352,STANDARD,GLADSTONE,NE,40.14,-97.17
35664,68352,STANDARD,POWELL,NE,40.14,-97.17
35665,68352,STANDARD,THOMPSON,NE,40.14,-97.17
35666,68938,STANDARD,FAIRFIELD,NE,40.43,-98.1
35667,68354,STANDARD,FAIRMONT,NE,40.63,-97.58
35668,68354,STANDARD,BURRESS,NE,40.63,-97.58
35669,68355,STANDARD,FALLS CITY,NE,40.06,-95.59
35670,68355,STANDARD,BARADA,NE,40.06,-95.59
35671,68355,STANDARD,PRESTON,NE,40.06,-95.59
35672,68433,STANDARD,SALEM,NE,40.07,-95.72
35673,69029,STANDARD,FARNAM,NE,40.7,-100.21
35674,68838,STANDARD,FARWELL,NE,41.21,-98.62
35675,68357,STANDARD,FILLEY,NE,40.28,-96.53
35676,68358,STANDARD,FIRTH,NE,40.53,-96.6
35677,68736,STANDARD,FORDYCE,NE,42.69,-97.36
35678,68023,STANDARD,FORT CALHOUN,NE,41.45,-96.02
35679,68939,STANDARD,FRANKLIN,NE,40.09,-98.95
35680,68939,STANDARD,ASH GROVE,NE,40.09,-98.95
35681,68939,STANDARD,MACON,NE,40.09,-98.95
35682,68025,STANDARD,FREMONT,NE,41.44,-96.49
35683,68025,STANDARD,INGLEWOOD,NE,41.44,-96.49
35684,68026,PO BOX,FREMONT,NE,41.44,-96.49
35685,68359,STANDARD,FRIEND,NE,40.65,-97.28
35686,68638,STANDARD,FULLERTON,NE,41.36,-97.97
35687,68940,STANDARD,FUNK,NE,40.46,-99.24
35688,68940,STANDARD,ANDERSON,NE,40.46,-99.24
35689,68360,STANDARD,GARLAND,NE,40.94,-96.98
35690,68361,STANDARD,GENEVA,NE,40.52,-97.6
35691,68640,STANDARD,GENOA,NE,41.44,-97.73
35692,69341,STANDARD,GERING,NE,41.82,-103.66
35693,69341,STANDARD,TERRYTOWN,NE,41.82,-103.66
35694,68840,STANDARD,GIBBON,NE,40.74,-98.84
35695,68840,STANDARD,LOWELL,NE,40.74,-98.84
35696,68840,STANDARD,NEWARK,NE,40.74,-98.84
35697,68841,STANDARD,GILTNER,NE,40.77,-98.15
35698,68941,STANDARD,GLENVIL,NE,40.5,-98.25
35699,68941,STANDARD,HANOVER,NE,40.5,-98.25
35700,68941,STANDARD,LITTLE BLUE,NE,40.5,-98.25
35701,68941,STANDARD,PAULINE,NE,40.5,-98.25
35702,68364,PO BOX,GOEHNER,NE,40.83,-97.21
35703,69343,STANDARD,GORDON,NE,42.8,-102.2
35704,69343,STANDARD,CLINTON,NE,42.8,-102.2
35705,69138,STANDARD,GOTHENBURG,NE,40.92,-100.16
35706,68365,STANDARD,GRAFTON,NE,40.62,-97.71
